,Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS,comments_prep,review_prep,char_counts,word_counts,sent_counts,avg_word_len,avg_sent_len,char_counts_rev,word_counts_rev,sent_counts_rev,avg_word_len_rev,avg_sent_len_rev,anonymous_customer,RATINGS_SENTIMENT
602,Deep Shikha,mic wasnt working,Spirit Lime,02-Oct-21,the mic was not working and i couldnt replace the order also,1,mic working couldnt replace order,mic wasnt working,60,12,1,4.083333333333333,12.0,17,3,1,5.0,3.0,True,negative
603,Ragul Ajay J B,not working ...Damaged product,White,30-Mar-22,not working ...I placed return order after more then 12 days there will be no response from company side,1,working i placed return order 12 days response company,working damaged product,104,19,1,4.526315789473684,19.0,30,4,1,6.75,4.0,True,negative
604,akhil borkar,Fauty item....microphone isnt working.,White,03-Jan-22,"Only able to hear, the next person can not hear your voice when you speak....microphone not working",1,able hear person hear voice speakmicrophone working,fauty itemmicrophone isnt working,99,17,1,4.882352941176471,17.0,38,4,1,8.75,4.0,True,negative
605,rohit tiwari,Just awesome,Black,21-Jan-22,"Sound quality is good , at this price this is just awesome.",5,sound quality good  price awesome,awesome,59,12,1,4.0,12.0,12,2,1,5.5,2.0,True,positive
606,Jibin,Good bass headset in this price range,Blue,25-Jun-21,Good quality in this price range,4,good quality price range,good bass headset price range,32,6,1,4.5,6.0,37,7,1,4.428571428571429,7.0,True,positive
607,Prokash ghosh,Prokash,Blue,18-Sep-21,Mind blowing sounds I love it boat,5,mind blowing sounds love boat,prokash,34,7,1,4.0,7.0,7,1,1,7.0,1.0,True,positive
608,srija,Worst product,White,23-May-22,Sound automatically goes down..cant even hear a single song without interruption..worst product,1,sound automatically goes downcant hear single song interruptionworst product,worst product,95,12,1,7.0,12.0,13,2,1,6.0,2.0,True,negative
609,Ravi Yadav,Good,Blue,09-Jul-21,Good,5,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
610,Amazon Customer,Worst earphone...Cheap quality...Sound is very bad...No bass..Don't buy.Dont know how get star,Spirit Lime,12-Sep-21,Sound quality is worst...,2,sound quality worst,worst earphonecheap qualitysound badno bassdont buydont know star,25,4,1,5.5,4.0,94,12,1,6.916666666666667,12.0,False,negative
611,Shailendra nama,Bekar,Black,02-Nov-21,Ghatiya,1,ghatiya,bekar,7,1,1,7.0,1.0,5,1,1,5.0,1.0,True,negative
612,Rishi Chugh,Pathetic product,Black,07-Sep-21,This doesn't fulfill the basic requirements.The microphone doesn't work and no one will be able to hear you from this.,1,doesnt fulfill basic requirementsthe microphone doesnt work able hear this,pathetic product,118,20,1,4.95,20.0,16,2,1,7.5,2.0,True,negative
613,Dhanraj MK,You can't expect much at this price,Iguana,07-Sep-21,"Value for money, song detailing not uptomark, definition not for long period of hearing songs.",3,value money song detailing uptomark definition long period hearing songs,cant expect price,94,15,1,5.333333333333333,15.0,35,7,1,4.142857142857143,7.0,True,neutral
614,Venkat Sai,Worst product ever .,Iguana,21-Aug-21,One side of the pod stoped working on 11th day and the wire was Tore in 15 days just for normal use .,1,pod stoped working 11th day wire tore 15 days normal use ,worst product ,101,23,1,3.4347826086956523,23.0,20,4,1,4.25,4.0,True,negative
615,Pawan Kumar,Bad quality,Black,25-Nov-21,The media could not be loaded. no sound nd waste quality waste of money,1,media loaded sound nd waste quality waste money,bad quality,71,14,2,4.142857142857143,7.0,11,2,1,5.0,2.0,True,negative
616,Venkat,Not worth,Blue,08-Jul-21,Ear buds not comfortable and slippery when inserted into ears,1,ear buds comfortable slippery inserted ears,worth,61,10,1,5.2,10.0,9,2,1,4.0,2.0,True,negative
617,CHANDI T.,Worst product ever bought,Blue,11-Dec-21,D product noise cancellation was very low.... it is one of d worst product bought from amazon,1,d product noise cancellation low d worst product bought amazon,worst product bought,93,17,1,4.529411764705882,17.0,25,4,1,5.5,4.0,True,negative
618,Srinivas,Good one,White,18-Mar-22,Quality is too Good,5,quality good,good,19,4,1,4.0,4.0,8,2,1,3.5,2.0,True,positive
619,Lekhraj vaishnav,Don't buy,White,12-Sep-21,Plz don't buy it,1,plz dont buy,dont buy,16,4,1,3.25,4.0,9,2,1,4.0,2.0,True,negative
620,Karan Bhasin,Sturdy and great sound,Blue,04-Jan-22,"At the available price, these set of earphones are a great purchase.",5,available price set earphones great purchase,sturdy great sound,68,12,1,4.75,12.0,22,4,1,4.75,4.0,True,positive
621,Avyesh,Bass is too flat,Blue,24-Dec-21,Quality and fit is good but bass is little flat,3,quality fit good bass little flat,bass flat,47,10,1,3.8,10.0,16,4,1,3.25,4.0,True,neutral
622,pawan kumar maurya,Not a good product,Iguana,05-Aug-21,Not a Good product,4,good product,good product,18,4,1,3.75,4.0,18,4,1,3.75,4.0,True,positive
623,Mohammad Ilias,Hurts the ears,Spirit Lime,10-Dec-21,Fitting is not good at all. Also hurts the ears when used for an hous and so,2,fitting good all hurts ears hous,hurts ears,76,17,2,3.5294117647058822,8.5,14,3,1,4.0,3.0,True,negative
624,Kunal,Great,White,25-Feb-22,Sound quality is good,5,sound quality good,great,21,4,1,4.5,4.0,5,1,1,5.0,1.0,True,positive
625,Nivedita,Nice earphone,Spirit Lime,20-Nov-21,Fits very well in the ears.. shape is good.. good quality,5,fits ears shape good good quality,nice earphone,57,11,1,4.2727272727272725,11.0,13,2,1,6.0,2.0,True,positive
626,Neeraj,Speaker is way down. Ppl unable to hear on other side. Complained Amazon..but no return. AVOID THIS,White,12-Nov-21,Speaker is way down. People unable to hear on other side. Complained to Amazon..but no return.Best to be avoided,1,speaker way down people unable hear side complained amazonbut returnbest avoided,speaker way down ppl unable hear side complained amazonbut return avoid,112,19,3,4.947368421052632,6.333333333333333,99,17,4,4.882352941176471,4.25,True,negative
627,Mona,Good,Black,02-Feb-22,Good one,5,good,good,8,2,1,3.5,2.0,4,1,1,4.0,1.0,True,positive
628,Amazon Customer,Not worth for Rs ..,Iguana,16-Sep-21,Not like boat 100.. Low quality sound.. no bass at all.. Disappointed..Only for call purpose.. not for music,3,like boat 100 low quality sound bass all disappointedonly purpose music,worth rs ,108,18,2,5.055555555555555,9.0,19,5,1,3.0,5.0,False,neutral
629,Videsh kumar,Mic problem not gud,Spirit Lime,24-Dec-21,Mic problem mic sound not gud very slow,4,mic problem mic sound gud slow,mic problem gud,39,8,1,4.0,8.0,19,4,1,4.0,4.0,True,positive
630,amit singh,BoAt's worst product ever,White,14-Feb-22,Super low quality,1,super low quality,boats worst product,17,3,1,5.0,3.0,25,4,1,5.5,4.0,True,negative
631,padmaja,I am using for taking classes,White,28-Jan-22,Comfort to listen,5,comfort listen,taking classes,17,3,1,5.0,3.0,29,6,1,4.0,6.0,True,positive
632,Rahul pramanik,Realme classic is better than this,Spirit Lime,03-Feb-22,No I don't like this I can't expect this sound quality from brand like boat,2,dont like cant expect sound quality brand like boat,realme classic better,75,15,1,4.066666666666666,15.0,34,6,1,4.833333333333333,6.0,True,negative
633,Vinit Shah,Very Durable,White,03-Mar-22,Product is too good. Frankly speaking bought this because of Aman Gupta,5,product good frankly speaking bought aman gupta,durable,71,12,2,5.0,6.0,12,2,1,5.5,2.0,True,positive
634,Amazon Customer,Great sound quality.,White,21-Feb-22,Just compared with honor and realme earphones. This boat earphones is much better.,5,compared honor realme earphones boat earphones better,great sound quality,82,13,2,5.384615384615385,6.5,20,3,1,6.0,3.0,False,positive
635,Pooja Rane,Good Sound Quality,White,10-Jan-22,,5,nan,good sound quality,3,1,1,3.0,1.0,18,3,1,5.333333333333333,3.0,True,positive
636,Phani,Quality and clarity is good,Black,09-Feb-22,The media could not be loaded. It was good product.,5,media loaded good product,quality clarity good,51,10,2,4.2,5.0,27,5,1,4.6,5.0,True,positive
637,Sreya,Waste product,Black,09-Sep-21,Don't buy this product waste of money... No proper bass not worthable for that price...,1,dont buy product waste money proper bass worthable price,waste product,87,15,1,4.866666666666666,15.0,13,2,1,6.0,2.0,True,negative
638,Abhirup M.,Wonderful,White,24-Nov-21,"Excellent at this price range, Sound quality is very good",5,excellent price range sound quality good,wonderful,57,10,1,4.8,10.0,9,1,1,9.0,1.0,True,positive
639,Sayali Palande,Good,White,14-Jul-21,Good for the given price,4,good given price,good,24,5,1,4.0,5.0,4,1,1,4.0,1.0,True,positive
640,Shivpal yadav,Best earphone to buy,Black,27-Jan-22,Sound quality is awesomeBuild quality is also awesome,5,sound quality awesomebuild quality awesome,best earphone buy,53,8,1,5.75,8.0,20,4,1,4.25,4.0,True,positive
641,Sagar reddy,Base is very good,Iguana,27-Jun-21,Good for sound qualityValue of money is betterIt's not a bluetooth earphoneIt is normal wire earphones,5,good sound qualityvalue money betterits bluetooth earphoneit normal wire earphones,base good,102,16,1,5.4375,16.0,17,4,1,3.5,4.0,True,positive
642,Wasim,Best in this Price,Black,17-Nov-21,The media could not be loaded. Sound quality is best in this Price,4,media loaded sound quality best price,best price,66,13,2,4.153846153846154,6.5,18,4,1,3.75,4.0,True,positive
643,Dipti Ahuja ,Happy with this,Iguana,14-Jul-21,I like this earphonesVery light and sound is also too good,5,like earphonesvery light sound good,happy,58,11,1,4.363636363636363,11.0,15,3,1,4.333333333333333,3.0,True,positive
644,Shikhar Agarwal,Mic quality is average,White,26-Dec-21,"Microphone doesn t works well, rest it is perfect in this price",4,microphone doesn t works well rest perfect price,mic quality average,63,12,1,4.333333333333333,12.0,22,4,1,4.75,4.0,True,positive
645,Amazon Customer,People who like non bud wired earphone go for it,Iguana,17-Nov-21,"Great product, not bother about sound quality but have good feel when used for long time",5,great product bother sound quality good feel long time,people like non bud wired earphone,88,16,1,4.5625,16.0,48,10,1,3.9,10.0,False,positive
646,Jyoti,Value for Money,White,15-Feb-22,"At this price, it s a good product to buy.",5,price s good product buy,value money,42,10,1,3.3,10.0,15,3,1,4.333333333333333,3.0,True,positive
647,DEBASIS DAS,Bad,Black,26-Oct-21,No,1,,bad,2,1,1,2.0,1.0,3,1,1,3.0,1.0,True,negative
648,AJMAL P.T,Poor,Blue,11-Jul-21,Pooor,3,pooor,poor,5,1,1,5.0,1.0,4,1,1,4.0,1.0,True,neutral
649,Rajesh Kumar Jha,Not Durable,White,08-Nov-21,Hardly 2 months and the sound quality has worsened to extreme level..Don't buy this product.,1,hardly 2 months sound quality worsened extreme leveldont buy product,durable,92,15,1,5.2,15.0,11,2,1,5.0,2.0,True,negative
650,swati,Not bad,Spirit Lime,23-Jul-21,Nice clr,4,nice clr,bad,8,2,1,3.5,2.0,7,2,1,3.0,2.0,True,positive
651,Afrose,Don't invest in this earphones.,Iguana,21-Jul-21,Not worth for money. Sometimes it's not working properly. Disappointed,2,worth money its working properly disappointed,dont invest earphones,70,10,3,6.1,3.3333333333333335,31,5,1,5.4,5.0,True,negative
652,Murali Dhar,excellent,Spirit Lime,06-Feb-22,goforit.....donot think...best ones in the recent times,5,goforitdonot thinkbest ones recent times,excellent,55,7,1,7.0,7.0,9,1,1,9.0,1.0,True,positive
653,Dev Kailay,Causes pain in the earlobes so refrain from buying this,Spirit Lime,07-Nov-21,Causes ache or pain in the earlobes Or the external ear therefore requesting those reading this to not buy this model,1,causes ache pain earlobes external ear requesting reading buy model,causes pain earlobes refrain buying,117,21,1,4.619047619047619,21.0,55,10,1,4.6,10.0,True,negative
654,Chirag S.,Go for it,Blue,06-Jul-21,"Best fit, looks good, sound is also good",5,best fit looks good sound good,,40,8,1,4.125,8.0,9,3,1,2.3333333333333335,3.0,True,positive
655,Sumedh B.,Overall Best Quality,White,19-Feb-22,The sound quality is the best as always.,5,sound quality best always,overall best quality,40,8,1,4.125,8.0,20,3,1,6.0,3.0,True,positive
656,P S Rajesh,Good Product,Black,22-Oct-21,Good Product for the price it is,3,good product price,good product,32,7,1,3.7142857142857144,7.0,12,2,1,5.5,2.0,True,neutral
657,Akankshya Mohanty,"Worst earphones, don't purchase",Iguana,10-Oct-21,"Worst earphones, don't purchase. Sound quality very poor, stopped working after 1 week",1,worst earphones dont purchase sound quality poor stopped working 1 week,worst earphones dont purchase,86,13,2,5.6923076923076925,6.5,31,4,1,7.0,4.0,True,negative
658,Rahul,Low sound,Black,03-Jul-21,"Every 3month problem with one sound, i am irritated with this earplugs",1,3month problem sound irritated earplugs,low sound,70,12,1,4.916666666666667,12.0,9,2,1,4.0,2.0,True,negative
659,sarat,comfortable,Blue,29-May-22,Ear buds are good fitting,5,ear buds good fitting,comfortable,25,5,1,4.2,5.0,11,1,1,11.0,1.0,True,positive
660,gill ravneetsingh,Below average,White,06-Apr-22,In ear pain due to no cushoning. Thy should provide a soft rubber or spunch cushoning.,1,ear pain cushoning thy provide soft rubber spunch cushoning,average,86,16,2,4.4375,8.0,13,2,1,6.0,2.0,True,negative
661,Ashok kumar,Nice product from boat,Black,20-Aug-21,Nice sound qualityMicrophone is also goodGood fitting in earOverall value for money,5,nice sound qualitymicrophone goodgood fitting earoverall value money,nice product boat,83,12,1,6.0,12.0,22,4,1,4.75,4.0,True,positive
662,sahil singhal,Nice Product Better than samsung basic earphones,Black,26-Jun-21,Nice Product,5,nice product,nice product better samsung basic earphones,12,2,1,5.5,2.0,48,7,1,6.0,7.0,True,positive
663,Vineet,Faulty design,White,30-Sep-21,"Design is faulty , it dosent stick with ears and keep falling again and again",2,design faulty  dosent stick ears falling,faulty design,77,15,1,4.2,15.0,13,2,1,6.0,2.0,True,negative
664,Thasni,Good one.,White,11-Mar-22,It gives excellent sound quality. Good one though.,5,gives excellent sound quality good though,good one,50,8,2,5.375,4.0,9,2,1,4.0,2.0,True,positive
665,Vajeera moideen,Best,Spirit Lime,13-Feb-22,Supper,5,supper,best,6,1,1,6.0,1.0,4,1,1,4.0,1.0,True,positive
666,Sajjad Shah,Very Good.,White,03-Jun-22,Very Good Quality.,5,good quality,good,18,3,1,5.333333333333333,3.0,10,2,1,4.5,2.0,True,positive
667,AshLee,Best in the budget,Black,03-Jul-21,Best in the budget,5,best budget,best budget,18,4,1,3.75,4.0,18,4,1,3.75,4.0,True,positive
668,vamsi,Bulid quality,Blue,02-Dec-21,Very cheap build quality,2,cheap build quality,bulid quality,24,4,1,5.25,4.0,13,2,1,6.0,2.0,True,negative
669,jean felton,Poor Mic Quality,White,18-Apr-22,People on the other side constantly hears a crackling noice.,1,people constantly hears crackling noice,poor mic quality,60,10,1,5.1,10.0,16,3,1,4.666666666666667,3.0,True,negative
